type,value
out group,13.13
out group,14.02
out group,13
out group,14.39
out group,13.25
out group,12.82
out group,13.29
out group,9.79
out group,13.48
out group,13.15
out group,10.8
out group,13.22
out group,13.37
out group,13.92
out group,14.73
out group,12.77
out group,12.58
out group,13.5
out group,12.36
out group,12.24
out group,14.1
out group,12.81
out group,12.05
out group,14.11
out group,13.63
out group,13.95
out group,11.54
out group,11.38
out group,12.05
out group,11.43
out group,12.98
out group,13.66
out group,13.98
out group,13.31
out group,13.58
out group,11.95
out group,12.25
out group,13.36
out group,13.35
out group,13.74
out group,12.42
out group,14.11
out group,14.32
out group,11.95
out group,14.45
out group,14.34
out group,13.67
out group,14.47
out group,13.69
out group,12.95
out group,13.7
out group,12.28
out group,11.96
out group,11.54
out group,13.52
out group,12.14
out group,13.14
out group,11.49
out group,12.81
out group,13.98
out group,12.78
out group,11.63
out group,12.84
out group,13.6
out group,13.63
out group,13.48
out group,14.33
out group,13.46
out group,13.45
out group,13.26
out group,12.37
out group,11.67
out group,13.27
out group,12.92
out group,11.14
out group,11.18
out group,12.75
out group,11.37
out group,12.7
out group,12.93
out group,13.92
out group,11.44
out group,13.63
out group,13.38
out group,14.38
out group,13.96
out group,13.99
out group,12.88
out group,13.61
out group,11.56
out group,12.57
out group,11.84
out group,12.87
out group,13.39
out group,13.19
out group,14.18
out group,10.88
out group,13.45
out group,12.09
out group,11.77
out group,13.63
out group,10.35
out group,13.54
out group,12.96
out group,11.54
out group,11.72
out group,12.48
out group,12.34
out group,12.7
out group,11.54
out group,11.78
out group,13.69
out group,11.66
out group,12.73
out group,13.19
out group,12.74
out group,13.58
out group,12.67
out group,13.96
out group,12.86
out group,10.86
out group,11.44
out group,13.49
out group,11.99
out group,13.51
out group,13.15
out group,11.49
out group,12.5
out group,11.1
out group,12.54
out group,12.7
out group,13.15
out group,12.78
out group,12.43
out group,10.54
out group,11.21
out group,12.79
out group,8.44
out group,11.7
out group,12.09
out group,13.08
out group,13.98
out group,12.42
out group,13.82
out group,11.64
out group,11.99
out group,13.69
out group,12.69
out group,11.46
out group,13.44
out group,14.15
out group,13.23
out group,13.79
out group,13.33
out group,13.34
out group,13.32
out group,12.46
out group,13.07
out group,13.09
out group,12.72
out group,13.45
out group,12.16
out group,13.61
out group,12.46
out group,12.43
out group,12.61
out group,11.7
out group,9.38
out group,14.06
out group,11.38
out group,12.66
out group,13.08
out group,13.17
out group,13.73
out group,12.33
out group,12.77
out group,12.68
out group,13.81
out group,10.41
out group,12.2
out group,12.39
out group,11.43
out group,14.09
out group,13.38
out group,11.55
out group,13.38
out group,13.5
out group,12.65
out group,8.96
out group,12.65
out group,12.66
out group,11.82
out group,11.84
out group,12.65
out group,12.57
out group,13.4
out group,14.08
out group,13.12
out group,13.93
out group,13.74
out group,12.32
out group,12.9
out group,8.97
out group,12.95
out group,11.49
out group,12.19
out group,12.75
out group,12.08
out group,11.6
out group,12.89
out group,13.25
out group,13.54
out group,13.18
out group,12.72
out group,12.88
out group,7.88
out group,11.01
out group,13.06
out group,12.73
out group,13.06
out group,11.29
out group,11.38
out group,12.72
out group,13.78
out group,13.18
out group,11.89
out group,13.34
out group,12.25
out group,13.42
out group,13.23
out group,12.06
out group,13.29
out group,12.27
out group,12.99
out group,12.42
out group,12.24
out group,11.71
out group,10.67
out group,12.66
out group,12.57
out group,12.37
out group,12.78
out group,13.86
out group,12.4
out group,14.32
out group,12.97
out group,10.85
out group,13.35
out group,13.31
out group,13.57
out group,8.9
out group,11
out group,13.56
out group,11.7
out group,11.42
out group,13.55
out group,12.68
out group,11.82
out group,12.42
out group,12.54
out group,13.09
out group,12.39
out group,11.98
out group,14.4
out group,11.85
out group,11.52
out group,12.46
out group,13.35
out group,13.59
out group,12.77
out group,13.71
out group,13.37
out group,10.42
out group,12.58
out group,12.69
out group,12.35
out group,13.83
out group,12.89
out group,11.18
out group,12.43
out group,11.47
out group,10.76
out group,13.02
out group,13.53
out group,12.33
out group,8.26
out group,10.35
out group,9.5
out group,8.98
out group,10.44
out group,8.84
out group,9.1
out group,10.34
out group,10.51
out group,9.02
out group,8.99
out group,8.71
out group,10.21
out group,8.97
out group,9.59
out group,8.67
out group,12.31
out group,9.06
out group,10.27
out group,10.38
out group,9.88
out group,9.53
out group,9.95
out group,7.3
out group,9.23
out group,9.04
out group,8.3
out group,11.65
out group,10.49
out group,10.92
out group,9.69
out group,9.19
out group,10.4
out group,8.13
out group,12.09
out group,10.11
out group,11.92
out group,10.19
out group,10.16
out group,10.23
out group,8.92
out group,9
out group,11.07
out group,9.32
out group,10.86
out group,10.43
out group,9.1
out group,10.36
out group,9.46
out group,8.71
out group,10.24
out group,11.56
out group,10.48
out group,9.64
out group,10.51
out group,10.88
out group,9.14
out group,9.43
out group,11.51
out group,9.8
out group,10.24
out group,9.06
out group,10.72
out group,10.04
out group,10.87
out group,10.49
out group,9.69
out group,9.98
out group,9.55
out group,8.95
out group,8.84
out group,9.84
out group,10.14
out group,9.02
out group,8.98
out group,10.39
out group,10.42
out group,9.1
out group,10.69
out group,9.2
out group,10.1
out group,10.08
out group,10.76
out group,8.16
out group,8.59
out group,9.9
out group,10.09
out group,7.76
out group,9.72
out group,9.92
out group,10.78
out group,9.94
out group,10.8
out group,7.95
out group,9.93
out group,8.75
out group,9.46
out group,11.13
out group,9.91
out group,10.23
out group,9.69
out group,10.34
out group,10.41
out group,10.91
out group,11.1
out group,9.11
out group,9.16
out group,10.41
out group,10.39
out group,8.62
out group,11.44
out group,11.38
out group,9.89
out group,9.15
out group,12.01
out group,9.94
out group,10.06
out group,9.14
out group,10.15
out group,9.73
out group,8.56
out group,11.19
out group,10.08
out group,9.46
out group,11.08
out group,9.53
out group,9.84
out group,10.07
out group,12.14
out group,10.34
out group,9.02
out group,9.87
out group,7.8
out group,10.6
out group,9.53
out group,10.38
out group,9.53
out group,9.99
out group,11.33
out group,7.52
out group,8.82
out group,13.02
out group,10.37
out group,10.22
out group,8.48
out group,8.63
out group,7.01
out group,9.22
out group,10.3
out group,9.8
out group,8.31
out group,10.67
out group,8.94
out group,10.1
out group,10.62
out group,6.92
out group,9.9
out group,9.95
out group,9.15
out group,11.71
out group,10.11
out group,9.34
out group,9.2
out group,7.75
out group,9.8
out group,10.13
out group,9.28
out group,8.84
out group,7.85
out group,9.08
out group,11.35
out group,8.28
out group,8.89
out group,12.01
out group,10.34
out group,9.59
out group,10.92
out group,9.57
out group,11.53
out group,8.24
out group,11.03
out group,9.93
out group,9.83
out group,10.01
out group,8.58
out group,8.02
out group,11.02
out group,12.88
out group,9.28
out group,9.74
out group,10.36
out group,9.34
out group,10.7
out group,9.28
out group,10.22
out group,12.02
out group,8.94
out group,10.46
out group,8.26
out group,11.78
out group,9.48
out group,9.39
out group,10.55
out group,9.97
out group,10.17
out group,10.19
out group,9.58
out group,8.18
out group,9.27
out group,11.02
out group,11.55
out group,10.09
out group,10.77
out group,9.28
out group,9.78
out group,9.36
out group,8.86
out group,9.53
out group,8.78
out group,8.36
out group,10.09
out group,9.88
out group,9.53
out group,9.75
out group,9.47
out group,10.08
out group,9.29
out group,9.74
out group,10.93
out group,7.37
out group,8.54
out group,9.69
out group,9.46
out group,9.4
out group,9.05
out group,7.23
out group,9.88
out group,9.32
out group,9.28
out group,9.41
out group,9.8
out group,10.66
out group,10.17
out group,11.09
out group,8.55
out group,10.16
out group,10.95
out group,9.88
out group,9.16
out group,10.23
out group,9.7
out group,10.56
out group,9.26
out group,10.25
out group,9.5
out group,9.58
out group,9.88
out group,9.55
out group,10.59
out group,9.52
out group,10.23
out group,9.42
out group,8.23
out group,9.73
out group,8.67
out group,7.94
out group,9.54
out group,9.86
out group,8.41
out group,9.11
out group,10.53
out group,10.06
out group,8.18
out group,8.62
out group,10.4
out group,10.39
out group,8.88
out group,10.59
out group,13.44
out group,9.05
out group,9.36
out group,9.97
out group,8.65
out group,9.13
out group,9.45
out group,8.91
out group,10.66
out group,8.63
out group,8.97
out group,9.6
out group,10.12
out group,10
out group,9.57
out group,10.72
out group,9.42
out group,12.23
out group,9.03
out group,9.22
out group,10.85
out group,10.04
out group,10.71
out group,10.85
out group,8.86
out group,9.62
out group,11.42
out group,9.08
out group,9.67
out group,9.79
out group,8.67
out group,10.4
out group,9.61
out group,8.7
out group,8.78
out group,10.7
out group,10.02
out group,9.42
out group,9.66
out group,9.48
out group,9.25
out group,8.9
out group,8.53
out group,11.69
out group,10.71
out group,9.08
out group,9.8
out group,11.06
out group,7.75
out group,10.63
out group,9.95
out group,9.94
out group,9.79
out group,10.88
out group,8.61
out group,8.1
out group,9.59
out group,9.93
out group,10.15
out group,7.8
out group,8.11
out group,7.89
out group,9.58
out group,8.44
out group,8.68
out group,8.37
out group,7.78
out group,10.32
out group,8.09
out group,9.17
out group,8.97
out group,9.59
out group,9.77
out group,10.49
out group,9
out group,8.13
out group,9.67
out group,9.17
out group,9.13
out group,9.64
out group,8.89
out group,10.65
out group,8.48
out group,9.91
out group,9.99
out group,9.17
out group,7.2
out group,8.65
out group,10.04
out group,9.33
out group,9.54
out group,6.75
out group,12.03
out group,9.88
out group,11.11
out group,6.76
out group,10.82
out group,9.44
out group,8.75
out group,8.92
out group,6.26
out group,9.15
out group,9.32
out group,10.51
out group,9.67
out group,9.32
out group,8.09
out group,10.07
out group,10.08
out group,10.43
out group,8.95
out group,8.47
out group,8.52
out group,9.94
out group,10.21
out group,10.29
out group,9.03
out group,10.7
out group,8.82
out group,8.49
out group,9.07
out group,8.67
out group,10.76
out group,9.2
out group,10.64
out group,8.91
out group,9.73
out group,8.44
out group,7.71
out group,10.11
out group,9.76
out group,9.96
out group,8.91
out group,10.05
out group,9.23
out group,11.65
out group,8.47
out group,9.58
out group,9.64
out group,10.38
out group,8.35
out group,8.73
out group,8.94
out group,10
out group,7.75
out group,9.77
out group,9.37
out group,6.59
out group,8.3
out group,10.69
out group,8.2
out group,9.23
out group,10.04
out group,10
out group,9.08
out group,10.01
out group,8.95
out group,9.69
out group,10.52
out group,9.21
out group,7.85
out group,8.59
out group,10.89
out group,10.52
out group,10.69
out group,9.99
out group,8.02
out group,8.68
out group,10.76
out group,11.18
out group,10.82
out group,10.03
out group,9.4
out group,10.37
out group,9.57
out group,9.69
out group,8.65
out group,10.63
out group,7.55
out group,8.74
out group,10.16
out group,10.58
out group,8.72
out group,10.45
out group,9.82
out group,9.39
out group,9
out group,8.67
out group,8.28
out group,9.22
