Arm,Type,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Label,Normal tissue expression,TCGA expression
2q,THYM,1.109307341,0.358627639,0.730282507,0.05275375,0.025117326,-1.463779987,0.459514699,,2.53656916,,,,,0.019257221,0.013755158,-0.248822906,2.24570475,0.062305296,0,0.464669186,0.793189457
2q,UCEC,0.954659972,-0.062486295,0,0.115735,2.133812484,-1.013997467,0.195740084,,1.284123311,1.528696524,,,,0.019257221,0.013755158,-0.404337222,0.612464958,0.062305296,1,0.593191703,0.386911681
2q,UCS,0.954659972,-0.062486295,0,0.115735,2.133812484,-1.013997467,0.195740084,,1.284123311,1.528696524,,,,0.019257221,0.013755158,-0.404337222,0.612464958,0.062305296,0,0.593191703,0.33070217
8p,ACC,1.431763079,1.968875433,1.802268076,,1.633907536,-0.690680386,,,,,,,,0,0.008403361,0.210999463,,0.047619048,0,0.214042793,0.210811328
8p,BLCA,1.134036706,-0.072293848,1.057708851,,,-0.733520692,,,0.667096556,2.933031804,,,,0,0.008403361,-0.527498657,0,0.047619048,-1,0.390114628,0.023419862
8p,BRCA,1.389695279,-0.017074022,0.908629442,0.09162725,1.719590609,-0.699646898,0.47545225,,2.004785463,1.493337131,,,,0,0.008403361,-0.632998389,0,0.047619048,-1,0.493758504,0.19512988
8p,CESC,1.184080357,0.001882688,0.321790737,,,-1.024251278,,,,,,,,0,0.008403361,-0.263749329,,0.047619048,-1,0.183776148,0
8p,COAD,1.214897808,0.339659043,0.652880414,0.07685275,1.181871237,-0.408483484,0.378027428,,1.125994795,1.395675891,,,,0,0.008403361,-0.527498657,-1.818072942,0.047619048,-1,0.218530003,0.393026727
8p,ESCA,1.07192616,0.217892488,0,0.0642435,0.741127994,-0.675232638,0.38410562,,1.403108296,1.171015954,,,,0,0.008403361,-0.421998926,0,0.047619048,-1,0.424976181,0.381246472
8p,GBM,1.366671965,1.452439478,1.316382707,0.073331625,1.63246844,-1.562829658,1.436880484,1.856647959,,,1.584211151,1.915907871,1.916165772,0,0.008403361,0.527498657,,0.047619048,0,0.692353841,0.39894898
8p,KICH,1.73407443,0.783890791,2.091976369,,,-1.216850131,,0.730634359,1.103842424,1.386446364,1.454488063,1.138151185,1.629465645,0,0.008403361,-0.263749329,-0.909036471,0.047619048,0,0,0.34569905
8p,KIRC,1.73407443,0.783890791,2.091976369,,,-1.216850131,,0.730634359,1.103842424,1.386446364,1.454488063,1.138151185,1.629465645,0,0.008403361,-0.263749329,-0.909036471,0.047619048,-1,0,0.471331817
8p,KIRP,1.73407443,0.783890791,2.091976369,,,-1.216850131,,0.730634359,1.103842424,1.386446364,1.454488063,1.138151185,1.629465645,0,0.008403361,-0.263749329,-0.909036471,0.047619048,0,0,0.235105189
8p,LAML,0.843571452,3.70047823,3.114413993,0.05589925,0.97548639,-6.846705879,2.20379644,,0.8566175,1.352376224,,,,0,0.008403361,2.742993018,-0.909036471,0.047619048,1,0.358367962,0.113158838
8p,LGG,1.366671965,1.452439478,1.316382707,0.073331625,1.63246844,-1.562829658,1.436880484,1.856647959,,,1.584211151,1.915907871,1.916165772,0,0.008403361,0.527498657,,0.047619048,0,0.692353841,0.419967803
8p,LIHC,1.364278076,2.52282426,2.760004021,0.044742,2.048717372,-2.276770355,2.091882082,1.955652359,1.855781326,1.749366023,2.245322325,1.905397078,1.891258523,0,0.008403361,1.371496509,0.909036471,0.047619048,-1,0.244989596,0.328760667
8p,LUAD,1.837232941,1.463043393,1.719560007,0.1402905,0.694233077,-0.942348056,1.817936486,,0.920277521,0.748037,,,,0,0.008403361,0,0,0.047619048,-1,0.416651536,0.690341516
8p,LUSC,1.837232941,1.463043393,1.719560007,0.1402905,0.694233077,-0.942348056,1.817936486,,0.920277521,0.748037,,,,0,0.008403361,0,0,0.047619048,-1,0.416651536,0.472365357
8p,OV,1.113824045,0.801607535,0.910306959,0.117507,1.964390527,-3.341930433,0.529377111,0.768780715,1.132008754,1.558628597,1.49875754,,,0,0.008403361,0.316499194,0,0.047619048,-1,0.380037133,0.30303262
8p,PAAD,1.406369074,1.62435697,1.602838972,,1.355757898,-0.972048424,,,0.943999644,2.066522764,,,,0,0.008403361,0.843997852,0,0.047619048,-1,0.666559281,0.471508526
8p,PRAD,1.153790104,0.208904324,1.267801027,0.086982,1.96785951,-0.935261375,0.421124055,,2.758426943,1.617450645,,,,0,0.008403361,-0.421998926,0,0.047619048,-1,0.430110002,0.593729855
8p,SKCM,1.573560219,1.704471324,2.312045336,0.10441125,0.573652239,-1.25259013,0.405942927,,1.047802317,1.430311867,,,,0,0.008403361,0.210999463,1.818072942,0.047619048,1,0.308245951,0.864424911
8p,STAD,1.37155966,0.208811699,1.357706186,0.10133875,1.453045598,-0.082412924,,,,,,,,0,0.008403361,-0.210999463,,0.047619048,1,0.282814045,0.641895815
8p,TGCT,3.128801466,2.287073841,5.429740928,0.16438025,1.206235712,-4.67413722,2.67401063,2.211426689,,,1.47181827,2.041241452,2.041232665,0,0.008403361,2.215494361,,0.047619048,1,0.975412557,0.117010746
8p,THYM,1.456221865,0.130691585,1.243434507,0.05921525,0.307906082,-1.178773418,0.695618271,,2.285215528,,,,,0,0.008403361,0.316499194,0.909036471,0.047619048,1,0.706798964,0.472978884
8p,UCEC,0.713292619,-0.136082763,0,0.1159695,2.178423769,-0.838992681,0.231279159,,1.251682407,1.156888516,,,,0,0.008403361,-0.421998926,-0.909036471,0.047619048,1,0.034481658,0.026701168
8p,UCS,0.713292619,-0.136082763,0,0.1159695,2.178423769,-0.838992681,0.231279159,,1.251682407,1.156888516,,,,0,0.008403361,-0.421998926,-0.909036471,0.047619048,-1,0.034481658,0.854990824
3q,ACC,1.287307968,1.128644172,1.681956015,,1.53962278,-1.698237889,,,,,,,,0.007259528,0.00907441,0.354650719,,0.071278826,0,0.373594065,0.594102269
3q,BLCA,1.150533206,0,0,,,-1.41144361,,,1.503659917,3.073643766,,,,0.007259528,0.00907441,-0.512273261,1.123474671,0.071278826,1,0.455550819,0.369595206
3q,BRCA,1.369088089,0.279770204,0.838722426,0.0829915,1.618138189,-0.71514621,0.416271285,,1.209408509,1.059772644,,,,0.007259528,0.00907441,-0.591084532,-1.123474475,0.071278826,0,0.457316313,0.427979173
3q,CESC,1.273815708,0.007428896,0.480185093,,,-1.084996172,,,,,,,,0.007259528,0.00907441,-0.512273261,,0.071278826,1,0.289156389,0.387772164
3q,COAD,1.357082393,0.501911801,1.258361539,0.079236,1.200763826,-1.095953787,0.323597955,,1.286898386,1.198181422,,,,0.007259528,0.00907441,-0.137919724,0.748983114,0.071278826,0,0.718035824,0.768842744
3q,ESCA,1.182448639,0.514899872,0.382332438,0.065306,0.625058064,-0.899160096,0.358541185,,1.159639857,1.055816765,,,,0.007259528,0.00907441,-0.118216906,-1.497966032,0.071278826,1,0.421566175,0.525360997
3q,GBM,1.452841692,1.447552473,1.293026154,0.06464575,1.633664641,-1.374499811,1.398973453,1.829426699,,,1.494217984,1.88101699,1.645254937,0.007259528,0.00907441,0.197028177,,0.071278826,0,0.387461756,0.675723197
3q,KICH,1.759401129,0.867895416,2.310693079,,,-0.7121719,,1.346023567,1.538781262,1.368163113,1.527294811,1.467818576,1.879557988,0.007259528,0.00907441,-0.078811271,0,0.071278826,0,0.188822684,0.513126818
3q,KIRC,1.759401129,0.867895416,2.310693079,,,-0.7121719,,1.346023567,1.538781262,1.368163113,1.527294811,1.467818576,1.879557988,0.007259528,0.00907441,-0.078811271,0,0.071278826,-1,0.188822684,0.506218456
3q,KIRP,1.759401129,0.867895416,2.310693079,,,-0.7121719,,1.346023567,1.538781262,1.368163113,1.527294811,1.467818576,1.879557988,0.007259528,0.00907441,-0.078811271,0,0.071278826,1,0.188822684,0.449386485
3q,LAML,1.143958905,3.621539559,3.270236145,0.022449,1.010693623,-3.460265715,2.627707381,,1.045571132,1.376554123,,,,0.007259528,0.00907441,1.260980334,-1.497966032,0.071278826,0,0.317863921,0.283880695
3q,LGG,1.452841692,1.447552473,1.293026154,0.06464575,1.633664641,-1.374499811,1.398973453,1.829426699,,,1.494217984,1.88101699,1.645254937,0.007259528,0.00907441,0.197028177,,0.071278826,0,0.387461756,0.452301513
3q,LIHC,1.771225335,2.542575723,3.034246198,0.089488,2.079427461,-4.258036052,0.734055322,1.786476551,1.285179495,1.526357324,2.241836372,2.012218022,2.004656902,0.007259528,0.00907441,1.970281773,0,0.071278826,0,0.662085642,0.549176304
3q,LUAD,1.721474745,1.272917185,2.078104549,0.1202935,0.703105498,-0.856863415,1.419490486,,0.583343354,0.682877912,,,,0.007259528,0.00907441,0.157622542,0.748983114,0.071278826,-1,0.539889944,0.760131215
3q,LUSC,1.721474745,1.272917185,2.078104549,0.1202935,0.703105498,-0.856863415,1.419490486,,0.583343354,0.682877912,,,,0.007259528,0.00907441,0.157622542,0.748983114,0.071278826,1,0.539889944,0.795686174
3q,OV,0.989685941,0.873428772,1.00497433,0.1014275,1.879221679,-1.899839832,0.176509863,0.778971764,1.097033701,1.161074447,1.900147536,,,0.007259528,0.00907441,0.118216906,-1.123474475,0.071278826,1,0.123215641,0.400699839
3q,PAAD,1.341064785,1.511977675,2.102115297,,1.243685031,-2.464813628,,,1.395933542,1.378194181,,,,0.007259528,0.00907441,0.709301438,0.374491557,0.071278826,0,0.612955726,0.780183894
3q,PRAD,1.363748802,0.172457172,0.930474338,0.0944215,1.625418246,-1.112414869,0.45562851,,2.716442811,2.361907832,,,,0.007259528,0.00907441,-0.43346199,0.374491557,0.071278826,1,0.34984188,0.487250577
3q,SKCM,1.817715338,1.355604648,2.396749494,0.082312,0.427727073,-2.348910742,0.48384518,,1.228620412,1.355986509,,,,0.007259528,0.00907441,0.354650719,-0.374491557,0.071278826,0,0.312814666,0.511347735
3q,STAD,1.576369601,0.715801339,1.606193626,0.090747,1.583009417,-1.051571404,,,,,,,,0.007259528,0.00907441,-0.197028177,,0.071278826,0,0.546258348,0.53832031
3q,TGCT,2.815789882,2.351015255,5.249019076,0.128258,0.98970915,-7.139367232,2.355005164,2.126721666,,,1.137671786,2.000258414,2.041231446,0.007259528,0.00907441,3.03423393,,0.071278826,0,0.775626429,0.25981407
3q,THYM,1.234033543,0.572008421,0.951252473,0.0470365,0.245471296,-0.860024403,0.454681402,,2.217717416,,,,,0.007259528,0.00907441,-0.236433813,0.748983114,0.071278826,0,0.225902173,0.228329453
3q,UCEC,0.984958409,0.01623222,0,0.110219,2.075621784,-1.097089218,0.250903573,,1.553801876,1.221910754,,,,0.007259528,0.00907441,-0.472867625,-0.374491557,0.071278826,1,0.45488498,0.179328133
3q,UCS,0.984958409,0.01623222,0,0.110219,2.075621784,-1.097089218,0.250903573,,1.553801876,1.221910754,,,,0.007259528,0.00907441,-0.472867625,-0.374491557,0.071278826,0,0.45488498,0.03537947
17p,ACC,1.478741874,1.703144456,1.612907742,,1.479900132,-1.667514434,,,,,,,,0.021943574,0.009404389,0.543485984,,0.078498294,0,0.402635608,0.189162267
17p,BLCA,1.27481705,-0.149733856,0.027561941,,,-1.180126826,,,1.360335289,2.380295282,,,,0.021943574,0.009404389,-0.181161995,1.014920831,0.078498294,-1,0.467849529,0.396895819
17p,BRCA,1.529736879,0.030018042,0.614306432,0.084227,1.653294892,-1.014813211,0.40216054,,1.511038842,1.318527418,,,,0.021943574,0.009404389,-0.241549326,1.691534684,0.078498294,-1,0.465742412,0.312644407
17p,CESC,1.153358568,-0.117933589,0.420357844,,,-2.107325275,,,,,,,,0.021943574,0.009404389,-0.21135566,,0.078498294,-1,0.64681724,0.560563524
17p,COAD,1.452751586,0.459701582,0.91545088,0.05642,1.163599631,-0.823942164,0.399464639,,1.309554207,1.578733746,,,,0.021943574,0.009404389,0,0,0.078498294,-1,0.517485961,0.46581002
17p,ESCA,1.1397434,0.425383118,0.008362177,0.0545065,0.645622304,-1.304241304,0.516752937,,0.450181878,1.06091766,,,,0.021943574,0.009404389,0,-0.676613956,0.078498294,-1,0.551075956,0.820591283
17p,GBM,1.564902728,1.745390609,1.59779282,0.044576375,1.647681933,-1.491705588,1.593266217,1.792486569,,,1.741693061,1.762212531,1.556296533,0.021943574,0.009404389,0.301936658,,0.078498294,0,0.43113349,0.584051968
17p,KICH,1.661337314,1.061273714,2.12773789,,,-1.336538187,,1.442207563,0.78989985,1.480529253,1.442835405,1.39922518,1.366329817,0.021943574,0.009404389,-0.120774663,-0.338306978,0.078498294,-1,0.136250381,0.171429174
17p,KIRC,1.661337314,1.061273714,2.12773789,,,-1.336538187,,1.442207563,0.78989985,1.480529253,1.442835405,1.39922518,1.366329817,0.021943574,0.009404389,-0.120774663,-0.338306978,0.078498294,0,0.136250381,0.380162979
17p,KIRP,1.661337314,1.061273714,2.12773789,,,-1.336538187,,1.442207563,0.78989985,1.480529253,1.442835405,1.39922518,1.366329817,0.021943574,0.009404389,-0.120774663,-0.338306978,0.078498294,1,0.136250381,0.330929772
17p,LAML,1.134500226,3.985822848,2.787197638,0.03546425,0.954916547,-4.287605335,1.785494593,,1.311846863,1.806331007,,,,0.021943574,0.009404389,2.596655255,0,0.078498294,-1,0.66130733,0.364017908
17p,LGG,1.564902728,1.745390609,1.59779282,0.044576375,1.647681933,-1.491705588,1.593266217,1.792486569,,,1.741693061,1.762212531,1.556296533,0.021943574,0.009404389,0.301936658,,0.078498294,0,0.43113349,0.212869292
17p,LIHC,1.563537478,2.415315607,2.778244024,0.0353,2.017531283,-3.180322583,0.458203215,1.660099122,1.08574802,1.558728855,2.243108194,1.953002047,1.984713481,0.021943574,0.009404389,1.509683288,0,0.078498294,-1,0.565003787,0.487848572
17p,LUAD,1.479681956,1.263366914,1.862101938,0.11727925,0.653259993,-0.828156129,1.124182924,,0.69920277,0.734988914,,,,0.021943574,0.009404389,-0.241549326,-0.338306978,0.078498294,-1,0.059274315,0.656299447
17p,LUSC,1.479681956,1.263366914,1.862101938,0.11727925,0.653259993,-0.828156129,1.124182924,,0.69920277,0.734988914,,,,0.021943574,0.009404389,-0.241549326,-0.338306978,0.078498294,-1,0.059274315,0.589771776
17p,OV,0.992295281,0.979516521,0.713922128,0.102265,1.947341199,-1.336875959,0.152004031,0.638152087,0.836582129,1.205278937,1.993106888,,,0.021943574,0.009404389,0.241549326,0.338306875,0.078498294,-1,0.20658065,0.67576591
17p,PAAD,1.473098948,1.435410616,1.85142019,,1.319526413,-1.250480516,,,1.33442772,1.639488329,,,,0.021943574,0.009404389,0,0,0.078498294,-1,0.162680256,0.208708207
17p,PRAD,1.669058361,0.23698204,1.391729675,0.0672805,1.786231093,-1.108429369,0.489177493,,2.691744559,2.232224892,,,,0.021943574,0.009404389,-0.181161995,1.353227706,0.078498294,-1,0.473055396,0.163874385
17p,SKCM,1.492448372,1.544018169,2.033447429,0.104112875,0.350358399,-2.250912338,0.552015477,,0.665672925,1.309742612,,,,0.021943574,0.009404389,0.875616307,-0.338306978,0.078498294,-1,0.475194997,0.362948495
17p,STAD,1.542723161,0.736155997,1.627746997,0.07708525,1.442812428,-0.839970246,,,,,,,,0.021943574,0.009404389,-0.120774663,,0.078498294,-1,0.437738294,0.671429202
17p,TGCT,2.692892656,2.683044007,5.225990043,0.13701875,0.900485938,-6.348038925,3.415467891,2.184212499,,,0.956121084,2.015376417,2.041166107,0.021943574,0.009404389,3.381690565,,0.078498294,0,0.990358255,0.530037744
17p,THYM,1.313782605,0.471448704,1.089589223,0.034807,0.183038481,-1.114657159,0.329014217,,2.277911473,,,,,0.021943574,0.009404389,-0.181161995,1.353227706,0.078498294,-1,0.070915245,0.668564528
17p,UCEC,0.938790868,-0.030367153,0.027561941,0.100241,1.987999017,-0.997151615,0.169353667,,1.051090451,1.229721003,,,,0.021943574,0.009404389,-0.301936658,0,0.078498294,-1,0.497381016,0.458104691
17p,UCS,0.938790868,-0.030367153,0.027561941,0.100241,1.987999017,-0.997151615,0.169353667,,1.051090451,1.229721003,,,,0.021943574,0.009404389,-0.301936658,0,0.078498294,-1,0.497381016,0.423424242
19q,ACC,1.269203162,1.390572009,1.435797905,,1.541795433,-1.432027859,,,,,,,,0.009234828,0.009234828,0.216491262,,0.061307902,1,0.096293295,0.574018491
19q,BLCA,1.305267437,0.010705396,0.033884177,,,-1.100554481,,,1.027461151,2.229578011,,,,0.009234828,0.009234828,-0.351798301,1.196498451,0.061307902,1,0.607564957,0.519129502
19q,BRCA,1.528828363,0.014965432,0.739411233,0.08505375,1.590658132,-0.730786379,0.363236766,,0.5117183,1.084305461,,,,0.009234828,0.009234828,-0.297675486,-1.72827554,0.061307902,0,0.189633238,0.111553605
19q,CESC,1.267657619,-0.066414092,0.678995131,,,-1.341493406,,,,,,,,0.009234828,0.009234828,-0.419451821,,0.061307902,0,0.421068778,0.480402808
19q,COAD,1.415548445,0.533092183,0.87035251,0.0750285,1.174404971,-0.970452954,0.299937561,,0.793832213,1.317243681,,,,0.009234828,0.009234828,-0.216491262,-1.196498451,0.061307902,0,0.340521483,0.29445861
19q,ESCA,1.117964475,0.514577355,0,0.05511475,0.596313152,-1.0601855,0.233550928,,1.425249176,1.191318902,,,,0.009234828,0.009234828,-0.216491262,-0.930609906,0.061307902,-1,0.209848239,0.339677811
19q,GBM,1.448341297,1.397447347,1.297127474,0.05605925,1.605188874,-1.55759168,1.857000321,1.829321578,,,1.71583086,1.901916238,1.682583682,0.009234828,0.009234828,0.216491262,,0.061307902,1,0.153330886,0.455105644
19q,KICH,1.499438983,0.995823175,1.880136516,,,-1.17368822,,1.299976788,0.873448338,1.532004867,1.289383251,1.477568016,1.476751404,0.009234828,0.009234828,-0.040592112,-1.462386996,0.061307902,0,0.091103699,0.266146831
19q,KIRC,1.499438983,0.995823175,1.880136516,,,-1.17368822,,1.299976788,0.873448338,1.532004867,1.289383251,1.477568016,1.476751404,0.009234828,0.009234828,-0.040592112,-1.462386996,0.061307902,0,0.091103699,0.073457602
19q,KIRP,1.499438983,0.995823175,1.880136516,,,-1.17368822,,1.299976788,0.873448338,1.532004867,1.289383251,1.477568016,1.476751404,0.009234828,0.009234828,-0.040592112,-1.462386996,0.061307902,0,0.091103699,0
19q,LAML,1.381658135,3.681281796,3.10137365,0.101786,1.051038768,-5.931941898,2.252170673,,1.165011476,1.568757442,,,,0.009234828,0.009234828,3.463860199,-0.930609906,0.061307902,0,0.949715538,0.450206866
19q,LGG,1.448341297,1.397447347,1.297127474,0.05605925,1.605188874,-1.55759168,1.857000321,1.829321578,,,1.71583086,1.901916238,1.682583682,0.009234828,0.009234828,0.216491262,,0.061307902,-1,0.153330886,0.220728051
19q,LIHC,1.507199896,2.495048058,3.04345006,0.076074,2.048555824,-2.359877505,1.271795902,1.920178666,1.105006911,1.764300916,2.223516277,1.9627676,1.963912932,0.009234828,0.009234828,1.082456312,-0.132944272,0.061307902,0,0.047856465,0.170088313
19q,LUAD,1.817639813,1.209918876,1.801283612,0.129121,0.674270817,-0.966606891,1.357231482,,0.661483339,0.683923746,,,,0.009234828,0.009234828,-0.162368447,0.132944272,0.061307902,-1,0,0.047565964
19q,LUSC,1.817639813,1.209918876,1.801283612,0.129121,0.674270817,-0.966606891,1.357231482,,0.661483339,0.683923746,,,,0.009234828,0.009234828,-0.162368447,0.132944272,0.061307902,1,0,0.24984931
19q,OV,1.130824031,0.913263074,0.973449929,0.12364,1.852873851,-1.398218474,0.292001775,1.00943289,1.459060155,1.134863394,1.991289879,,,0.009234828,0.009234828,0.568289564,0.664721362,0.061307902,-1,0.658863986,1
19q,PAAD,1.387299552,1.190682071,1.994521115,,1.182187351,-1.533861216,,,1.009711027,1.612607151,,,,0.009234828,0.009234828,0.378859709,-0.930609906,0.061307902,0,0.286466636,0.686467392
19q,PRAD,1.334973112,0.202127617,1.391915438,0.095713,1.653536624,-0.93498799,0.576118018,,3.02051474,2.32866389,,,,0.009234828,0.009234828,0.135307039,0.930609906,0.061307902,0,1,0.459955678
19q,SKCM,1.553991381,1.786503842,2.086344053,0.1150925,0.4461999,-1.826133709,0.563601725,,0.802523203,1.205437756,,,,0.009234828,0.009234828,0.86596505,-1.196498451,0.061307902,0,0.508808753,0
19q,STAD,1.369260523,0.411831458,1.530008392,0.07352075,1.445078208,-1.011120534,,,,,,,,0.009234828,0.009234828,-0.108245631,,0.061307902,-1,0.319568335,0.72422065
19q,TGCT,2.608758852,2.628354522,5.011679123,0.1534985,1.0240281,-5.892958411,2.572045762,2.148979053,,,1.499902834,1.836548074,2.041236007,0.009234828,0.009234828,3.490921606,,0.061307902,-1,0.915136145,0.631822083
19q,THYM,1.392067299,0.682981255,1.179522948,0.042587,0.188907956,-1.218320275,0.505281419,,1.257955061,,,,,0.009234828,0.009234828,0.081184223,-0.664721362,0.061307902,0,0.516116206,0.522651646
19q,UCEC,0.951156353,0,0,0.09850525,2.111469862,-0.881162292,0.282385611,,1.886348836,1.405639153,,,,0.009234828,0.009234828,-0.297675486,0.664721362,0.061307902,0,0.499622966,0.594352168
19q,UCS,0.951156353,0,0,0.09850525,2.111469862,-0.881162292,0.282385611,,1.886348836,1.405639153,,,,0.009234828,0.009234828,-0.297675486,0.664721362,0.061307902,1,0.499622966,0.408255824
16p,ACC,1.259121534,1.741629447,1.575252179,,1.602417161,-1.045237676,,,,,,,,0.009638554,0.009638554,0.283610551,,0.109333333,1,0.306105737,0.82051901
16p,BLCA,0.988768167,0.009152355,0,,,-1.875284609,,,1.430504957,2.194681881,,,,0.009638554,0.009638554,-0.472684251,0.215131413,0.109333333,-1,0.67812287,0.587119581
16p,BRCA,1.442851784,0.218277124,0.399057634,0.0876495,1.556280912,-0.642351301,0.311779735,,1.153484652,1.241212989,,,,0.009638554,0.009638554,-0.519952676,0.215131413,0.109333333,1,0,0
